idx;date;rubro;subrubro;detalle;Total Entidades Establecimientos de crédito sin IOE'S;Total Sector Privado;Total Sector Privado Nacional;Total Sector Privado Extranjero;Total Sector Público;Total Sector Cooperativas;Total Bancos ;Bancos Privados;Bancos Privados Nacionales ;Bancos Privados Extranjeros;Bancos Públicos ;Bancos Nacionales;Total CFIs;CFIs Privadas;CFIs Privadas Nacionales;CFIs Privadas Extranjeras;Total CFs ;Total CFs Nacionales (Tradicionales+Leasing);Total CFs Extranjeras (Tradicionales+Leasing);Total CFs Tradicionales;CFs Privadas;CFs Privadas Nacionales;CFs Privadas Extranjeras;Total Cooperativas;BANCO DE BOGOTA;BANCO POPULAR;ITAÚ CORPBANCA COLOMBIA S.A.;BANCOLOMBIA;CITIBANK-COLOMBIA;GNB SUDAMERIS;BBVA COLOMBIA;OCCIDENTE;BANCO CAJA SOCIAL;DAVIVIENDA;SCOTIABANK COLPATRIA S.A;BANAGRARIO;BANCO AV VILLAS;BANCO CREDIFINANCIERA ;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FINANDINA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;COOPCENTRAL;BANCO SANTANDER DE NEGOCIOS COLOMBIA;BANCO MUNDO MUJER S.A.;MIBANCO S.A.;BANCO SERFINANZA S.A.;BANCO J.P: MORGAN COLOMBIA S.A.;LULO BANK S.A.;BANCO PTG PACTUAL;CORFICOLOMBIANA;B INV BANCOLOMBIA;BNP PARIBAS COLOMBIA;CORPORACIÓN FINANCIERA GNB SUDAMERIS S.A;CORPORACIÓN FINANCIERA DAVIVIENDA;GIROS Y FINANZAS;COMPAÑÍA DE FINANCIAMIENTO TUYA;GM FINANCIAL COLOMBIA S.A.;COLTEFINANCIERA;DANN REGIONAL;CREDIFAMILIA;CREZCAMOS S.A.;LA HIPOTECARIA;FINANCIERA JURISCOOP S.A.;RCI COLOMBIA S.A.;BANCAR TECNOLOGIA CO S.A.;COOP FINAN DE ANTIOQUIA;JFK COOPERATIVA FINANCIERA;COOP FINAN COOFINEP;COOP FINAN COTRAFA;COOP FINAN CONFIAR;BANCO BTG PACTUAL;BANCO UNION;IRIS CF;SANTANDER CONSUMER S.A. C.F.C;Total CFIs privadas;BANCIEN S.A;RAPPIPAY COMPAÑÍA DE FINANCIAMIENTO;MERCADO PAGO;BOLD COMPAÑÍA DE FINANCIAMIENTO;BANCO CONTACTAR;CREDICORP CAPITAL CORPORACIÓN FINANCIERA ;NU COLOMBIA C.F.;KOA C.F
1575;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% MICROCREDITO;0;0.027549399;0.013559379;0.0170157;0.003131574;0.451896469;0.087452826;0.027318313;0.013415959;0.017277174;0.001432737;0.451896469;0.035312995;0;0;0;0;0.019950571;0;0.041359493;0.019950571;0.019950571;0;0.041359493;0.087452826;0.003135558;4.40068E-05;0;0.003005483;0;0;2.04691E-08;0;0.067207856;6.79471E-06;0;0.451896469;3.15336E-05;0;0.905645556;0.817337785;0;0;0;0;0.005649155;0.039902147;0.753367062;0.723887337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.709556166;0;0;0;0;0.327983199;0.064559613;0.014129067;0.036637724;0.083087425;0;0;0;0;0;0.047473715;0;0;0;0;0;0;0
1576;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD MICROCREDITO;0;0.137056782;0.128463518;0.128979009;0.120012933;0.14451032;0.151858613;0.136859819;0.128421853;0.128979009;0.10757059;0.14451032;0.137226833;0;0;0;0;0.129711423;0;0.129711423;0.129711423;0.129711423;0;0.129711423;0.151858613;0.144339927;0.095864642;0;0.175138874;0;0;1;0;0.087481576;0.539545442;0;0.14451032;0.509444646;0;0.158060657;0.157642464;0;0;0;0;0.197957048;0.107564505;0.113582632;0.084510545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.129711423;0;0;0;0;0.13312073;0.171368435;0.386540794;0.175450622;0.143062915;0;0;0;0;0;0.295449509;0;0;0;0;0;0;0
1577;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO MICROCREDITO;0;0.501850788;0.562447687;0.56566526;0.50576043;0.417624326;1.297056984;0.482267403;0.562496124;0.56566526;0.420288724;0.417624326;0.4828762;0;0;0;0;0.561011367;0;0.561011367;0.561011367;0.561011367;0;0.561011367;1.297056984;0.816103563;0.979268293;0;0.85018556;0;0;1;0;0.674925058;0.197496891;0;0.417624326;0.583648246;0;0.389259835;0.398231818;0;0;0;0;0.452894569;0.420251977;0.714583336;0.547921444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.561011367;0;0;0;0;1.006194146;2.43312097;0.616179286;0.662912156;0.662580138;0;0;0;0;0;0.780895343;0;0;0;0;0;0;0
1578;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA MICROCREDITO C,D,E;0;0.526100139;0.779740798;0.787007715;0.656881319;0.341994719;1.099016961;0.510186704;0.784066366;0.787007715;0.626109982;0.341994719;0.509374788;0;0;0;0;0.67102011;0;0.67102011;0.67102011;0.67102011;0;0.67102011;1.099016961;0.899660964;0.924593968;0;0.972166699;0;0;1;0;0.743697632;0.215461638;0;0.341994719;1.036420567;0;0.558380954;0.862456325;0;0;0;0;0.613838317;0.626063864;0.861632882;0.760641194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67102011;0;0;0;0;1.182943161;1.42115107;0.799363638;0.840280932;0.775097956;0;0;0;0;0;0.886515468;0;0;0;0;0;0;0
1579;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1580;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;QUEBRANTO PATRIMONIAL (PATRIMONIO/(CAPITAL SOCIAL + CAPITAL GARANTIA));0;14.83269197;16.52263465;22.1695802;7.608555657;6.350064487;2.048467623;19.51946932;20.73142111;28.73551215;9.740112143;6.350064487;25.66377568;17.99576655;0;21.11121011;1.360099784;1.292029498;1.088130938;1.584557277;1.292029498;1.292029498;1.088130938;1.584557277;2.048467623;4244.079645;33.58934217;7.164137221;77.10673177;15.25618689;32.52003247;66.11741286;1105.73818;10.36174256;160.3593075;8.221845381;6.350064487;71.85134024;0;2.102212462;3.057519223;1.11170068;7.430651123;11.50184216;1.086075772;3.807510472;1.729875844;2.715634811;0.900927798;2.563749607;10.10403322;1.287229291;0;3250.316141;9.206367023;1.360099784;19.89059657;0.897382402;0;1.217095992;3.08849451;1.051471045;0;2.762201189;2.459903314;2.284484243;0.752434586;1.472253365;0.703346029;1.716207588;3.409963606;0.659019419;1.864434012;1.328660151;5.545581037;10.43358729;0.754621539;0.911930833;17.99576655;2.269752376;1.111080852;0;0.584449007;0;0;0;0
1581;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/PATRIMONIO;0;8.322461306;8.2748248;7.356753011;12.49756895;12.44440792;3.724320561;9.29854987;9.209873608;8.331697569;12.76761162;12.44440792;8.471335652;2.014242938;0;1.996179691;3.511369438;9.16977254;9.891006032;8.459210414;9.16977254;9.16977254;9.891006032;8.459210414;3.724320561;7.757834334;11.40890195;9.799382719;6.826308043;6.446863715;15.33822731;17.76065108;12.38251862;10.04429388;10.63648843;14.05768649;12.44440792;11.66900785;0;5.974098827;4.519560167;9.731431002;9.695201196;8.989112713;11.48867987;5.66501399;12.01215676;8.535974573;8.593465915;8.908001683;5.99830453;1.444114866;0;2.249446777;1.031026874;3.511369438;1.100591491;1.014346958;0;10.00618665;9.853129019;13.20378637;0;7.793829336;5.545306427;5.219918996;13.56778529;12.18535532;1.797635855;5.657912906;2.328854582;13.10470627;6.682114799;3.86415926;2.768460519;8.399272052;8.219043953;1.019599348;2.014242938;12.69680496;2.143695981;0;1.248733827;0;0;0;0
1582;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;FINANCIAMIENTO CON PASIVOS DE LARGO PLAZO (PasCP-ActCP / ActLP);0;-0.10580688;-0.092961651;-0.048563455;-0.238255598;-0.575888294;-0.078609857;-0.097722384;-0.083837813;-0.035364837;-0.240826091;-0.575888294;-0.055154233;-0.419929895;0;-0.395558685;-6.699535492;-0.062535248;-0.027706034;-0.100968951;-0.062535248;-0.062535248;-0.027706034;-0.100968951;-0.078609857;0.029796748;-0.166963576;-0.12397004;-0.025484447;-0.846016657;-0.852888218;-0.105555768;-0.05467275;-0.051834738;-0.0592713;-0.037936431;-0.575888294;-0.086331972;0;-0.086009076;-0.115027859;-0.029765586;0.029619668;-0.032927393;-0.038842073;0.128940489;-0.435403907;-0.069455604;-0.045346212;-0.1082038;-38.15907379;-0.217512028;0;-0.432225914;-0.237593567;-6.699535492;-0.109247273;-0.040924023;0;0.037944892;-0.0450684;-0.018476657;0;-0.122784242;-0.042848411;-0.128763224;-0.082397924;-0.105733231;-3.787701581;-0.130262228;-0.129681137;-0.065192523;-0.023069431;-0.052145758;-1.505998529;-0.264157928;-0.041615448;-4.375662102;-0.419929895;-0.111295743;-1.338516137;0;-0.725353667;0;0;0;0
1583;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/ INGRESO FINANCIERO;0;10.63324768;10.63265429;10.41674307;11.26484363;11.65615743;6.572857413;10.49191252;10.45214913;10.07890507;11.58650181;11.65615743;10.14739051;248218.4339;0;0;5158.548304;5.663782992;5.64789413;5.682197468;5.663782992;5.663782992;5.64789413;5.682197468;6.572857413;10.82563545;10.03558606;11.00019991;10.7320941;22.68545218;17.45768649;11.84630096;11.50823979;9.860715059;9.648640794;8.356168752;11.65615743;9.781946887;0;3.643067759;4.8765326;8.580138728;4.733946924;4.865019467;9.065062697;8.781855738;11.11480333;4.033745817;4.503314116;6.061494398;2622.833682;9.948176344;0;0;0;5158.548304;0;0;0;3.810318763;5.9725184;7.731204477;0;11.8124554;4.082275263;11.19726335;8.466338518;5.297183255;0;6.02512087;5.590689937;6.812254149;7.395506568;7.682776133;19.95685854;8.627154618;7.635211951;49.9299625;248218.4339;5.774638398;0;0;0;0;0;0;0
1584;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/PATRIMONIO;0;0.068467537;0.065504166;0.074034877;0.026266482;0.216747703;0.014312255;0.078809671;0.074921438;0.085740573;0.031090079;0.216747703;0.090188634;0.034127095;0;0.032222124;0.192015788;-0.188853746;-0.268821489;-0.110069204;-0.188853746;-0.188853746;-0.268821489;-0.110069204;0.014312255;0.067976038;-0.133881974;0.009365805;0.161258395;0.343693141;0.045204118;0.032798009;0.083264243;0.003974194;0.008125864;-0.101934498;0.216747703;-0.072536361;0;-0.106326522;0.000266765;0.017027204;0.041096753;-0.277065685;-0.551833496;0.060587389;0.005740708;0.000744394;-0.355113563;0.018899004;0.113567596;-0.267397372;0;0.06807226;-0.190460855;0.192015788;0.092043504;-0.248601891;0;-0.600116103;-0.155579283;0.073819383;0;0.171185462;-0.096411514;-0.052188381;-0.132797838;0.02808946;-1.829653678;0.045738548;0.075967353;-1.01104571;-0.092266609;0.002477696;0.100516246;0.012901386;-0.048405567;-0.015094712;0.034127095;0.00623747;-0.341807436;0;-0.527384266;0;0;0;0
1585;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/ACTIVO;0;0.008226838;0.007916079;0.010063526;0.002101727;0.017417277;0.003842917;0.00847548;0.008134904;0.010290889;0.002435074;0.017417277;0.01064633;0.016942889;0;0.016141896;0.054684017;-0.020595249;-0.027178377;-0.013011759;-0.020595249;-0.020595249;-0.027178377;-0.013011759;0.003842917;0.008762244;-0.011734869;0.000955755;0.023623076;0.053311681;0.002947154;0.001846667;0.006724338;0.000395667;0.000763961;-0.007251157;0.017417277;-0.006216155;0;-0.017797918;5.90245E-05;0.001749712;0.004238876;-0.030822362;-0.048032803;0.010695011;0.000477908;8.72067E-05;-0.041323672;0.002121576;0.018933283;-0.185163506;0;0.030261778;-0.184729283;0.054684017;0.083630943;-0.245085657;0;-0.059974506;-0.015789835;0.005590774;0;0.02196423;-0.017386147;-0.009997929;-0.009787731;0.002305182;-1.017811073;0.008083997;0.03262005;-0.077151345;-0.013807995;0.000641199;0.036307632;0.001536012;-0.00588944;-0.014804552;0.016942889;0.000491263;-0.15944772;0;-0.422335212;0;0;0;0
1586;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD / INGRESO FINANCIERO (DUPONT);0;0.087478001;0.08416893;0.104829167;0.02367563;0.203018526;0.025258946;0.088923992;0.08502723;0.103720891;0.028213989;0.203018526;0.108032467;4205.53748;0;0;282.0901454;-0.116647019;-0.153500595;-0.073935382;-0.116647019;-0.116647019;-0.153500595;-0.073935382;0.025258946;0.09485686;-0.117766292;0.010513492;0.253525076;1.209399588;0.051450491;0.021876173;0.077385296;0.003901558;0.007371187;-0.060591895;0.203018526;-0.060806098;0;-0.064839022;0.000287835;0.015012774;0.020066613;-0.149951391;-0.43542037;0.093922047;0.005311855;0.00035177;-0.186093473;0.012859922;49.65885191;-1.842039212;0;0;0;282.0901454;0;0;0;-0.228521986;-0.094305081;0.043223415;0;0.259451491;-0.070975039;-0.111949448;-0.082866247;0.012210971;0;0.048707056;0.182368586;-0.525574568;-0.102117119;0.004926189;0.724586281;0.013251417;-0.044967123;-0.739190749;4205.53748;0.002836866;0;0;0;0;0;0;0
1587;2023-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;RENDIMIENTO ACUMULADO DE LA CARTERA;0;0.130921353;0.133094785;0.131994512;0.136414338;0.055728682;0.166016535;0.129249882;0.131657254;0.131006315;0.133677435;0.055728682;0.127882445;0.035046795;0;0;0.035046795;0.197145747;0.196302393;0.198050749;0.197145747;0.197145747;0.196302393;0.198050749;0.166016535;0.126085468;0.132835157;0.126060066;0.124238543;0.108922697;0.147176847;0.11442576;0.115715378;0.134463486;0.132229291;0.154876945;0.055728682;0.128986684;0;0.338407639;0.279277758;0.142914429;0.211637129;0.256331811;0.152841217;0.171140352;0.152294948;0.30378969;0.270570375;0.198957243;0.078954865;0.217753201;0;0;0;0.035046795;0;0;0;0.274851396;0.18495984;0.161971885;0;0.093537491;0.280669891;0.100195415;0.150113699;0.206487489;0;0.20518783;0.18352557;0.164598375;0.149600142;0.141481181;0.163769931;0.178177302;0.066723584;0.140302485;0.035046795;0.214349918;0;0;0;0;0;0;0
1588;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1589;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;BIENES REALIZABLES, RECIBIDOS EN PAGO Y RESTITUIDOS;0;634432.19;598110.91;253172.93;344937.98;31836.88;4484.4;565240.92;533404.04;227659.37;305744.67;31836.88;259496.25;0;0;0;0;64706.87;25513.56;39193.31;64706.87;64706.87;25513.56;39193.31;4484.4;24680.72;0;58516.85;21437.23;0;201961.67;33900.77;0;3247.13;142513.65;10422.89;31836.88;442.97;0;0;1292.83;2859.28;14107.1;0;727.37;1338.02;215.12;0;0;11719.53;0;0;0;0;0;0;0;0;0;0;19033.42;5481.21;0;187.84;371.04;321.22;9244.95;19467.63;0;0;0;3261.85;420;802.55;0;4020.91;10599.56;0;0;0;0;0;0;0;0;0;0
1590;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;PASIVOS CON COSTO;0;757242831;723933067.2;522032810.7;201900256.5;29920942.51;3388821.27;724462726.9;694541784.4;499718220.7;194823563.7;29920942.51;529639163.2;15066563.77;0;14644340.86;422222.91;14324719.08;7670249.15;6654469.93;14324719.08;14324719.08;7670249.15;6654469.93;3388821.27;82748964.54;24888383.59;21143715.58;175885727.2;5796087.23;32655501.85;79808597.22;49667616.31;16882270.99;111471964.6;34055483.26;29920942.51;15287106.63;0;1829187.07;1693207.23;4446729.91;3358175.18;6125175.09;2233041.81;910065.81;7854967.63;2804672.91;1758274.83;2661833.61;4256904.07;109919.48;0;14544360.7;0;422222.91;99980.16;0;0;3146881.89;2215759.59;1664281.96;0;664365.05;354014.98;318902.61;1434866.41;3753725.49;11292.76;445294.13;784698.04;264879.14;916426.02;977523.94;894089.94;924990.92;688100.59;773.75;15066563.77;2389129.86;71753.25;0;0.75;0;0;0;0
1591;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING PRODUCTIVO;0;646991625.2;623566052.8;467591377.8;155974675;19346154.86;4079417.59;629569555;610223400.1;460671228.2;149552171.9;19346154.86;480017383.1;3532.42;0;0;3532.42;13339120.23;6920149.6;6418970.63;13339120.23;13339120.23;6920149.6;6418970.63;4079417.59;77697773.65;20697982.96;18486775.45;170756229.9;4232849.28;13045337.57;71470684.3;44113467.63;15136768.06;97484989.56;29393790.47;19346154.86;13584519.18;0;1728962.55;1638822.68;4165999.09;3562179.16;5191863.38;1802624.77;836587.07;5337400.72;2529004.61;1716244.83;2274006.41;29135;222251.05;0;0;0;3532.42;0;0;0;2979661.9;2217780.75;1434612.54;0;677050.83;374389.55;333401.96;1215059.3;3480103.43;0;421009.84;1422516.1;212333.21;934516.76;1089041.68;561710.99;732928.85;613765.03;13294.94;3532.42;1792510.96;0;0;0;0;0;0;0
1592;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA PRODUCTIVA;0;605880354.3;582454781.8;430199146.2;152255635.7;19346154.86;4079417.59;588510637;569164482.1;423331349.5;145833132.6;19346154.86;442677504.3;3532.42;0;0;3532.42;13286767.33;6867796.7;6418970.63;13286767.33;13286767.33;6867796.7;6418970.63;4079417.59;74354419.86;20532140.82;16910576.8;148082570.1;4232849.28;13045337.57;69512854.88;38018084.96;15136768.06;92588739.26;29208883.41;19346154.86;13562156.92;0;1728962.55;1638822.68;4165999.09;3469841.29;5191863.38;1802520.6;836587.07;5337400.72;2529004.61;1716244.83;2230653.14;29135;222251.05;0;0;0;3532.42;0;0;0;2979661.9;2217780.75;1387314.26;0;677050.83;374389.55;333401.96;1215059.3;3480103.43;0;421009.84;1422516.1;212333.21;934516.76;1089041.68;561710.99;725592.24;608710.41;13294.94;3532.42;1792510.96;0;0;0;0;0;0;0
1593;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL PRODUCTIVA;0;332041452.5;322895990.2;251410166.9;71485823.3;8652839.89;492622.45;328642465.7;319989625.8;250044526.4;69945099.39;8652839.89;258697366.3;3532.42;0;0;3532.42;2902831.92;1365640.43;1537191.49;2902831.92;2902831.92;1365640.43;1537191.49;492622.45;50689443.37;5254451.98;11561238.5;113926870.5;4232849.28;7439155.49;30204153.65;30005182.82;2140900.33;41242733.28;11717420.75;8652839.89;3023651.23;0;135184.66;172175.1;835127.74;307491.45;205.11;554590.51;754877.3;3644640.11;376798.37;431386.65;696188.56;29135;0;0;0;0;3532.42;0;0;0;0;846427.84;1059242.7;0;959.97;86393.67;0;63069.88;604369.98;0;141829.76;73859.59;40759.04;31562.17;204611.89;561710.99;11274.66;242367.88;0;3532.42;40788.46;0;0;0;0;0;0;0
1594;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO PRODUCTIVA;0;196145483;191781322.6;132470380.3;59310942.35;1679250.02;2684910.39;184272098.6;182592848.6;127593497;54999351.53;1679250.02;129272747;0;0;0;0;9188474.08;4876883.26;4311590.82;9188474.08;9188474.08;4876883.26;4311590.82;2684910.39;18248747.34;14321860.49;3554750.68;35314392.04;0;5562797.07;26884167.38;11605727.79;4470576.25;25826956.6;11076095.71;1679250.02;8210218.9;0;3732.23;120580.56;1818406.19;3253675.3;5191658.27;1248034.26;77429.22;1481848.16;251790.1;2315.77;1577817.85;0;222251.05;0;0;0;0;0;0;0;2979661.9;1371352.91;371963.39;0;1871.4;18973.61;32235.91;1151989.42;2875733.45;0;133931.62;1260596.64;134111.8;760513.81;395756.52;0;585099.66;371397.15;13294.94;0;1681919.68;0;0;0;0;0;0;0
1595;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA PRODUCTIVA;0;101511995.2;100588001.6;75886862.49;24701139.14;366552.52;557441;99972597.66;99606045.14;75209236.58;24396808.56;366552.52;75575789.1;0;0;0;0;981956.49;677625.91;304330.58;981956.49;981956.49;677625.91;304330.58;557441;8534339.42;1120815.77;3370786.27;21041496.71;0;43385.01;14382363.27;2502557.02;7523538.61;30414781.84;6600274.01;366552.52;2350328.89;0;26292.27;0;1512465.16;1012.41;0;0;0;0;0;45053.95;0;0;0;0;0;0;0;0;0;0;0;0;3406.45;0;674219.46;3164.53;301166.05;0;0;0;9924.61;29.79;34890.66;109551.37;403044.57;0;136554.53;0;0;0;0;0;0;0;0;0;0;0
1596;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA MICROCREDITO PRODUCTIVA;0;17292694.54;8300738.36;7823968.17;476770.19;8647512.43;344443.75;16682393.05;8034880.62;7823968.17;210912.45;8647512.43;16471480.6;0;0;0;0;265857.74;0;265857.74;265857.74;265857.74;0;265857.74;344443.75;225243.52;854.72;0;473470.68;0;0;0;0;1001752.87;517.84;0;8647512.43;320.16;0;1563753.39;1346067.02;0;0;0;0;4280.55;210912.45;1900416.14;1237488.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265857.74;0;0;0;0;135323.85;88030.08;2571.71;32889.41;85628.7;0;0;0;0;0;69802.82;0;0;0;0;0;0;0
1597;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS PRODUCTIVOS;0;953435541.4;916694932.7;666467991.5;250226941.3;32274552.87;4466055.83;902616602.2;870342049.3;628041594.6;242300454.7;32274552.87;660316147.4;30661392.22;0;30026747.26;634644.96;15691491.23;8399649.66;7291841.57;15691491.23;15691491.23;8399649.66;7291841.57;4466055.83;111316984.2;27559113.91;26683019.99;235340287.3;14075262.3;36655719.12;99616419.13;61886204.83;19333468.85;128804961.9;38801282.56;32274552.87;17429288.07;0;2083998.82;2188367.06;5113064.69;3705522.77;6572613.77;2573715.33;1238660.39;9461165.25;3035030.87;2008037.49;2894557.68;6025506.28;505611.02;0;26669370.09;1722426.44;634644.96;1203981.84;430968.89;0;3394474.95;2456581.05;1781558.42;0;751517.29;418525.06;375268.49;1555794.01;3858863.45;43206.5;494183.15;1447303.95;250925.99;1025978.29;1247664.45;1835751.01;1020029.15;756604.87;108749.49;30661392.22;2578405.55;159700.12;0;30647.53;0;0;0;0
1598;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING IMPRODUCTIVO;0;26662939.22;24983676.94;19508092.68;5475584.26;1423470.06;255792.22;25504811.34;24081341.28;19056434.65;5024906.63;1423470.06;20479904.71;0;0;0;0;902335.66;451658.03;450677.63;902335.66;902335.66;451658.03;450677.63;255792.22;2851312.3;683038.11;708084.66;6608242.2;0;93205.12;2299031.79;1295929.4;654120.97;5603965.88;1184943.52;1423470.06;417064.87;0;89803.31;85753.61;179265.44;142611.5;439510.63;87283.24;17761.88;212847.67;127569.88;63953.72;121349.91;0;25219.02;0;0;0;0;0;0;0;364422.73;69037.46;7986.71;0;23253.39;26037.05;18458.65;20698.87;334843.25;0;28139.02;101368.83;31548.42;56184.84;38551.11;0;33224.8;35296.33;2301.22;0;56247.85;0;0;0;0;0;0;0
1599;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA IMPRODUCTIVA;0;25599313.35;23920051.07;18559917.12;5360133.95;1423470.06;255792.22;24442115.2;23018645.14;18109188.82;4909456.32;1423470.06;19532658.88;0;0;0;0;901405.93;450728.3;450677.63;901405.93;901405.93;450728.3;450677.63;255792.22;2782037.73;677149.12;652822.9;6145271.27;0;93205.12;2274381.22;1142924.35;654120.97;5350490.88;1149406.04;1423470.06;416760.66;0;89803.31;85753.61;179265.44;140797.3;439510.63;87282.74;17761.88;212847.67;127569.88;63953.72;120914.62;0;25219.02;0;0;0;0;0;0;0;364422.73;69037.46;7986.71;0;23253.39;26037.05;18458.65;20698.87;334843.25;0;28139.02;101368.83;31548.42;56184.84;38551.11;0;33147.21;34366.6;2301.22;0;56247.85;0;0;0;0;0;0;0
1600;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL IMPRODUCTIVA;0;9666024.92;9050287.63;7701178.14;1349109.49;586780.43;28956.86;9559643.08;8972862.65;7664413.84;1308448.81;586780.43;8251194.27;0;0;0;0;77424.98;36764.3;40660.68;77424.98;77424.98;36764.3;40660.68;28956.86;1596551.81;163235.09;426123.93;3209590.51;0;66907.61;295340.68;731627.39;110073.31;1609562.07;419598.19;586780.43;89573.37;0;6155.32;16922.4;54804.33;4424.73;0;15458.26;8501.19;85020.14;14830.6;11077.43;23742.63;0;0;0;0;0;0;0;0;0;0;5392.67;4966.17;0;0;6701.67;0;13172.88;28566.34;0;3802.85;6364.45;11242.1;1106.22;6441.24;0;266.13;18625.25;0;0;13475.53;0;0;0;0;0;0;0
1601;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO IMPRODUCTIVA;0;12687100.93;12406796.54;8927183.36;3479613.18;95004.81;185299.58;11732490.58;11637485.77;8535074.44;3102411.33;95004.81;8630079.25;0;0;0;0;769310.77;392108.92;377201.85;769310.77;769310.77;392108.92;377201.85;185299.58;965897.98;489363.55;200056.34;2760726.93;0;25336.62;1693640.42;511780.15;168493.92;2936055.74;554769.19;95004.81;265701.2;0;139.87;5336.85;94547.72;138186.77;439510.63;71824.98;8714.9;117273.15;11779.68;97.75;97607.28;0;25219.02;0;0;0;0;0;0;0;364422.73;63644.79;3020.54;0;468.58;1067.94;3910.99;7525.99;306276.91;0;12341.06;84653.02;18667.73;51265.01;18372.76;0;30617.44;16671.08;2301.22;0;24807.69;0;0;0;0;0;0;0
1602;2023-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA IMPRODUCTIVA;0;3043729.61;3033399.35;2415361.08;618038.27;3477.09;6853.17;2999543.97;2996066.88;2392576.27;603490.61;3477.09;2396053.36;0;0;0;0;37332.47;22784.81;14547.66;37332.47;37332.47;22784.81;14547.66;6853.17;261539.66;30353.26;81904.39;578329.55;0;960.89;310049.19;52521.86;316034.82;1058165.45;210576.14;3477.09;61668.94;0;104.31;0;29913.39;0;0;0;0;0;0;1603.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22784.81;0;14547.66;0;0;0;5.67;0;764.5;405.97;5677.03;0;2341.23;0;0;0;0;0;0;0;0;0;0;0
