idx;date;rubro;subrubro;detalle;BANCIEN S.A;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;BANCO MUNDO MUJER S.A.;LULO BANK S.A.
616;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN EL ORI ENTREGADOS EN GARANTÍA DE OPERACIONES CON INSTRUMENTOS DERIVADOS - INSTRUMENTOS DE PATRIMONIO;0;0;0;0;0;0;0;0
617;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS - INSTRUMENTOS DE PATRIMONIO - POR EXCEDENTES DE ÓRDENES DE COMPRA;0;0;0;0;0;0;0;0
618;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS - INSTRUMENTOS REPRESENTATIVOS DE DEUDA - POR EXCEDENTES DE ÓRDENES DE COMPRA;0;0;0;0;0;0;0;0
619;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES EN SUBSIDIARIAS Y FILIALES;0;0;0;17741.21;0;0;0;0
620;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES EN ASOCIADAS;0;0;0;0;0;0;0;0
621;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN EL ORI - INSTRUMENTOS REPRESENTATIVOS DE DEUDA;0;0;10858.77;0;47041.65;405598.11;0;15512.17
622;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES PATRIMONIALES EN ENTIDADES EN LIQUIDACIÓN;0;0;0;0;0;0;0;0
623;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES EN TÍTULOS SOBRE PRODUCTOS Y EN PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES  - MERCADO SECUNDARIO;0;0;0;0;0;0;0;0
624;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES EN ACUERDOS CONJUNTOS;0;0;0;0;0;0;0;0
625;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN EL ORI ENTREGADOS EN OPERACIONES DE MERCADO MONETARIO - INSTRUMENTOS DE DEUDA;0;0;0;0;153335.55;33180.21;0;0
626;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIOS EN EL ORI ENTREGADOS EN GARANTÍA DE OPERACIONES CON INSTRUMENTOS DERIVADOS - INSTRUMENTOS DE DEUDA;0;0;0;0;0;0;0;0
627;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES  A VARIACIÓN PATRIMONIAL CON CAMBIOS EN EL ORI  - INSTRUMENTOS DE PATRIMONIO;0;0;0;0;0;4035.23;0;0
628;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES A VALOR RAZONABLE CON CAMBIO;0;0;0;0;0;0;0;0
629;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;OPERACIONES CARRUSEL;0;0;0;0;0;0;0;0
630;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;OPERACIONES DE CONTADO;0;0;0;0;0;0;0;0
631;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;CONTRATOS FORWARD - DE NEGOCIACIÓN;0;0;0;0;11933.13;0;0;0
632;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;CONTRATOS DE FUTUROS – DE NEGOCIACIÓN;0;0;0;0;0;0;0;0
633;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;SWAPS – DE NEGOCIACIÓN;0;0;0;0;1669.49;0;0;0
634;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;OPCIONES DE NEGOCIACIÓN;0;0;0;0;0;0;0;0
635;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;CONTRATOS FORWARD - DE COBERTURA;0;0;0;0;0;11783.69;0;0
636;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;CONTRATOS DE FUTUROS – DE COBERTURA;0;0;0;0;0;0;0;0
637;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;SWAPS – DE COBERTURA;0;0;0;0;0;0;0;0
638;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;OPCIONES DE COBERTURA;0;0;0;0;0;0;0;0
639;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;INVERSIONES DERECHOS FIDUCIARIOS;0;0;0;19467.15;0;0;0;0
640;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;OTRAS INVERSIONES DE LAS RESERVAS INTERNACIONALES;0;0;0;0;0;0;0;0
641;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;MECANISMOS ESPECIALES DE PAGOS INTERNACIONALES;0;0;0;0;0;0;0;0
642;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;APORTES EN ORGANISMOS Y ENTIDADES INTERNACIONALES;0;0;0;0;0;0;0;0
643;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;DETERIORO INVERSIONES;0;0;0;0;0;0;0;0
644;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;DETERIORO EN INVERSIONES DE INSTRUMENTOS DE  PATRIMONIO;0;0;0;0;0;0;0;0
645;2022-12-31 00:00:00;ACTIVOS;INVERSIONES Y OPERACIONES CON DERIVADOS;DETERIORO EN INVERSIONES A VALOR RAZONABLE;0;0;0;0;0;0;0;0
646;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;0;0;1777296.05;1475334.39;3935588.06;6269655.13;2022739.08;2277865.63;186078.92
647;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CARTERA DE CREDITOS;0;1883661.04;1581183.47;4187504.49;6821669.73;2274988.71;2432008.13;195387.45
648;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CARTERA Y OPERACIONES DE LEASING COMERCIALES;0;148799.76;176838.52;718307.59;0;648673.7;357556.15;0
649;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CARTERA Y OPERACIONES DE LEASING DE CONSUMO;0;7688.6;100157.43;1920636.58;6821669.73;1626315.01;254141.41;195387.45
650;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CARTERA Y LEASING DE MICROCRÉDITOS;0;1706704.41;1304187.52;0;0;0;1820310.57;0
651;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CARTERA DE VIVIENDA Y OPERACIONES DE  LEASING HABITACIONAL;0;20468.27;0;1548560.32;0;0;0;0
652;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO;0;103857.46;101263.29;205168.46;424581.87;221246.41;145551.33;6469.77
653;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO (DETERIORO) CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0;6044.15;19627.03;29226.2;0;55426.71;15249.03;0
654;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO (DETERIORO) CARTERA  Y OPERACIONES DE LEASING DE CONSUMO;0;284.98;4140.57;133660.84;424581.87;165819.7;15438.57;6469.77
655;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO (DETERIORO)  MICROCRÉDITOS;0;97087.95;64472.97;0;0;0;114863.73;0
656;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO (DETERIORO) CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0;426.38;0;42281.42;0;0;0;0
657;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;OTROS DETERIOROS;0;14;13022.72;0;0;0;0;0
658;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;DETERIORO COMPONENTE CONTRACICLICO;0;2507.53;4585.79;46747.97;127432.73;31003.22;8591.17;2838.76
659;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO;0;119.87;1665.74;41874.58;127432.73;24933.08;3732.14;2838.76
660;2022-12-31 00:00:00;ACTIVOS;CARTERA DE CREDITOS Y OPERACIONES DE LEASING;CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0;2387.66;2920.05;4873.39;0;6070.14;4859.03;0
661;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;0;0;290062.69;388226.94;214609.46;518501.39;267472.15;181733.1;161871.94
662;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;CUENTAS POR COBRAR;0;115110.83;121245.32;144110.37;318091.98;104128.74;56137.98;4227.89
663;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;958.11;0;290.16;166.14;0
664;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;BIENES RECIBIDOS EN PAGO;0;0;0;4767.63;0;1217.64;200.68;0
665;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;BIENES RESTITUIDOS DE CONTRATOS DE LEASING;0;0;0;0;0;60.9;0;0
666;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;OPERACIONES DISCONTINUADAS;0;0;0;0;0;0;0;0
667;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;ACTIVOS NO CORRIENTES MANTENIDOS PARA DISTRIBUIR A LOS PROPIETARIOS;0;0;0;0;0;0;0;0
668;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;0;0;0;0;0
669;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;DETERIORO ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;3809.52;0;988.38;34.54;0
670;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;ACTIVOS MATERIALES;0;82706.09;58257.01;29155.52;50480.59;97432.89;88787.61;6542.07
671;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PROPIEDAD, PLANTA Y EQUIPO;0;69387.3;16159.3;6367.76;24266.79;96786.44;21130.64;4205.56
672;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PROPIEDAD, PLANTA Y EQUIPO POR DERECHOS DE USO;0;8865.72;41887.78;22787.76;22437.85;646.45;59959.43;989.76
673;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PROPIEDADES Y EQUIPO EN ARRENDAMIENTO OPERATIVO;0;0;0;0;0;0;0;0
674;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;MEJORAS EN PROPIEDADES AJENAS;0;4453.07;209.93;0;3249.49;0;7697.54;1346.75
675;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PROPIEDADES PLANTA Y EQUIPO NO EXPLOTADOS;0;0;0;0;0;0;0;0
676;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;OTRAS PROPIEDADES Y EQUIPO;0;0;0;0;0;0;0;0
677;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;CONSTRUCCIONES EN CURSO;0;0;0;0;526.46;0;0;0
678;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;BIENES TERMINADOS;0;0;0;0;0;0;0;0
679;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PROPIEDADES DE INVERSIÓN;0;0;0;0;0;0;0;0
680;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;PLUSVALÍA;0;31314.38;168276.79;0;0;0;0;0
681;2022-12-31 00:00:00;ACTIVOS;OTROS ACTIVOS;OTROS;0;60931.39;40447.82;40385.46;149928.82;65620.36;36641.37;151101.98
682;2022-12-31 00:00:00;PASIVOS  Y PATRIMONIO;0;0;0;2257602.74;2143375.67;4995411.69;7721628.9;3036406.3;3078571.75;450075.56
683;2022-12-31 00:00:00;PASIVOS;0;0;0;1791118.77;1573595.76;4428092.96;6746071.22;2840241.44;2674493.95;139740.09
684;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;0;0;904846.43;1249379.92;4169712.63;5730878.9;1868661.1;1992232.53;26247.8
685;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DEPÓSITOS EN CUENTA CORRIENTE;0;0;0;197429.71;32274.84;148353.52;0;0
686;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DEPÓSITOS SIMPLES;0;0;0;0;0;0;0;0
687;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;CERTIFICADOS DE DEPÓSITO A TERMINO;0;596747.23;546959.39;2145037.29;4419380.75;1141332.8;1435276.29;0
688;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DEPÓSITOS DE AHORRO;0;155463.15;356405.99;1235322.41;1018934.82;517212.63;269411.59;26247.8
689;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;CUENTAS DE AHORRO ESPECIAL;0;0;0;31898.86;0;0;0;0
690;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;CERTIFICADOS DE AHORRO DE VALOR REAL;0;0;0;0;0;0;0;0
691;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DOCUMENTOS POR PAGAR;0;0;0;0;0;0;0;0
692;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;FONDOS EN FIDEICOMISO Y CUENTAS ESPECIALES;0;0;0;0;0;0;0;0
693;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;BANCOS Y CORRESPONSALES;0;0;0;0;0;0;0;0
694;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DEPÓSITOS ESPECIALES;0;0;0;0;0;0;3842.43;0
695;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;EXIGIBILIDADES POR SERVICIOS;0;9635.49;27404.7;47839.39;20363.1;24280.01;0;0
696;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;SERVICIOS DE RECAUDO;0;0;0;0;0;0;0;0
697;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;ESTABLECIMIENTOS AFILIADOS;0;0;0;0;88389.47;0;0;0
698;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;DEPÓSITOS ELECTRÓNICOS;0;21659.68;4706.96;197.9;0;0;0;0
699;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;FONDOS INTERBANCARIOS COMPRADOS ORDINARIOS;0;0;0;0;0;0;0;0
700;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;OPERACIONES DE REPORTO O REPO;0;0;0;0;150139.8;37482.14;0;0
701;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;OPERACIONES SIMULTÁNEAS;0;0;0;4784.04;0;0;0;0
702;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0;0;0;0;0;0;0;0
703;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO;0;0;0;0;0;0;0;0
704;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;TÍTULOS DE INVERSIÓN EN CIRCULACIÓN;0;120702.05;313902.88;507198.25;0;0;283072.03;0
705;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;CUENTAS CANCELADAS;0;638.83;0;4.78;1396.12;0;630.19;0
706;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO;OPERACIONES REPO DE CONTRACCIÓN MONETARIA;0;0;0;0;0;0;0;0
707;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;0;0;0;418.8;0;649.06;2153.78;0;0
708;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;CONTRATOS FORWARD - DE NEGOCIACIÓN;0;0;0;0;348.77;0;0;0
709;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;CONTRATOS DE FUTUROS – DE NEGOCIACIÓN;0;0;0;0;0;0;0;0
710;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;SWAPS – DE NEGOCIACIÓN;0;0;0;0;300.29;0;0;0
711;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;OPCIONES DE NEGOCIACIÓN;0;0;0;0;0;0;0;0
712;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;CONTRATOS FORWARD - DE COBERTURA;0;0;0;0;0;2153.78;0;0
713;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;CONTRATOS DE FUTUROS – DE COBERTURA;0;0;0;0;0;0;0;0
714;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;SWAPS – DE COBERTURA;0;0;0;0;0;0;0;0
715;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;OPCIONES DE COBERTURA;0;0;0;0;0;0;0;0
716;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;TÍTULOS DE INVERSIÓN EN CIRCULACIÓN;0;0;0;0;0;0;0;0
717;2022-12-31 00:00:00;PASIVOS;INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE;OPERACIONES DE CONTADO;0;0;418.8;0;0;0;0;0
718;2022-12-31 00:00:00;PASIVOS;APORTES DE CAPITAL;0;0;0;0;0;0;0;0;0
719;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;0;0;725526.04;151378.04;109647.28;763861.27;776663.76;510604.91;0
720;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO DE LA REPÚBLICA;0;0;0;0;0;0;0;0
721;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO DE COMERCIO EXTERIOR (BANCOLDEX);0;196423.9;81054.28;67520.66;0;64455.21;178507.02;0
722;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FONDOS DE GARANTÍAS;0;0;0;0;0;0;0;0
723;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FINAGRO;0;39257.86;2.71;30;0;0;0;0
724;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FINDETER;0;0;0;41581.57;0;36771.85;0;0
725;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FINANCIERA ENERGÉTICA NACIONAL (FEN);0;0;0;0;0;0;0;0
726;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FONDO DE DESARROLLO ELÉCTRICO;0;0;0;0;0;0;0;0
727;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS BANCOS Y ENTIDADES FINANCIERAS   PAÍS;0;459740.38;70321.04;515.05;763861.27;332861.33;196905.21;0
728;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS;0;459740.38;70321.04;0;763861.27;332861.33;196905.21;0
729;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA;0;0;0;515.05;0;0;0;0
730;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS HIPOTECARIOS;0;0;0;0;0;0;0;0
731;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ACEPTACIONES;0;0;0;0;0;0;0;0
732;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS ORDINARIOS;0;0;0;0;0;0;0;0
733;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CONTRATOS DE ARRENDAMIENTO FINANCIERO (LEASING);0;0;0;0;0;0;0;0
734;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;0;0;0;0;0;0;0
735;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCOS EXTERIOR;0;0;0;0;0;342541.71;135192.67;0
736;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS;0;0;0;0;0;336714;0;0
737;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;SOBREGIROS;0;0;0;0;0;0;0;0
738;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ACEPTACIONES;0;0;0;0;0;0;0;0
739;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ENTIDADES FINANCIERAS EXTERIOR;0;0;0;0;0;5827.71;14450.62;0
740;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ORGANISMOS INTERNACIONALES;0;0;0;0;0;0;0;0
741;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO MUNDIAL;0;0;0;0;0;0;0;0
742;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO INTERAMERICANO DE DESARROLLO;0;0;0;0;0;0;120742.06;0
743;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CORPORACIÓN ANDINA DE FOMENTO;0;0;0;0;0;0;0;0
744;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;0;0;0;0;0;-0.01;0
745;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS DE ORGANISMOS INTERNACIONALES;0;0;0;0;0;0;0;0
746;2022-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;30103.9;0.01;0;0;33.66;0.01;0
747;2022-12-31 00:00:00;PASIVOS;CUENTAS POR PAGAR;0;0;104966.95;108704.61;63020.06;112643.31;70821.4;72281.5;11088.65
748;2022-12-31 00:00:00;PASIVOS;OBLIGACIONES LABORALES;0;0;29745.77;17010.29;7310.29;15034.01;4552.15;27224.17;2862.5
749;2022-12-31 00:00:00;PASIVOS;OTROS PASIVOS;0;0;26033.58;46704.1;78402.7;123004.67;117389.25;72150.84;99541.14
750;2022-12-31 00:00:00;PATRIMONIO;0;0;0;466483.97;569779.91;567318.73;975557.68;196164.86;404077.8;310335.47
751;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;0;0;186042.48;171779.44;498034.39;66480.77;62558.62;142310;289831
752;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL SUSCRITO Y PAGADO;0;186042.48;171779.44;498034.39;66480.77;62558.62;142310;289831
753;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;ACCIONES, CUOTAS O PARTES DE INTERÉS SOCIAL PROPIAS READQUIRIDAS (DB);0;0;0;0;0;0;0;0
754;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES SOCIALES;0;0;0;0;0;0;0;0
755;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL MINIMO E IRREDUCTIBLE   SECCION AHORROS;0;0;0;0;0;0;0;0
756;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES DEL ESTADO;0;0;0;0;0;0;0;0
757;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;DIVIDENDOS DECRETADOS EN ACCIONES;0;0;0;0;0;0;0;0
758;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0
759;2022-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL ASIGNADO;0;0;0;0;0;0;0;0
760;2022-12-31 00:00:00;PATRIMONIO;RESERVAS;0;0;207221.02;62211.33;45699.79;498844.9;116258.61;139940.34;0
