idx;date;rubro;subrubro;detalle;BANCIEN S.A;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;BANCO MUNDO MUJER S.A.;LULO BANK S.A.
2745;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO A;1647231.92;1543.93;129235.69;1656313.79;4374770.02;1377498.37;272895.46;334207.26
2746;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO B, C, D Y E;53634.34;152.96;24522.1;203448.89;436311.9;94917.83;19329.66;35881.5
2747;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% CONSUMO;0;0.951293963;0.000964648;0.084576425;0.440874002;0.999991565;0.667834605;0.108379711;0.999484066
2748;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD CONSUMO;0;0.031533543;0.090141376;0.159485253;0.109395082;0.090688936;0.064463995;0.06614647;0.096953769
2749;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO CONSUMO;0;1.316045839;1.199463912;0.463134479;0.623241886;0.735205182;1.205082017;1.013074208;0.854701169
2750;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA CONSUMO C,D,E;0;0.481613624;0.969883957;0.911873417;0.573580272;0.686330754;0.760060958;0.769457633;0.684891399
2751;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;0;0;28174.45;0;1467599.78;0;0;0;0
2752;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA A;0;27505.27;0;1413098.08;0;0;0;0
2753;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA B, C, D Y E;0;669.18;0;54501.7;0;0;0;0
2754;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% VIVIENDA;0;0;0.016016618;0;0.347908147;0;0;0;0
2755;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD VIVIENDA;0;0;0.023751307;0;0.037136623;0;0;0;0
2756;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO VIVIENDA;0;0;0.904689321;0;0.699131036;0;0;0;0
2757;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA VIVIENDA C,D,E;0;0;1.380127422;0;0.699914605;0;0;0;0
2758;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;0;48076.96;1551280.39;1458903.73;0;0;0;2048292.28;0
2759;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO A;36009.99;1385696.53;1247209.05;0;0;0;1789457.86;0
2760;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO B, C, D Y E;12066.97;165583.86;211694.68;0;0;0;258834.42;0
2761;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% MICROCREDITO;0;0.026889429;0.88187222;0.802488524;0;0;0;0.759665447;0
2762;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD MICROCREDITO;0;0.250992783;0.106740123;0.145105311;0;0;0;0.12636596;0
2763;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO MICROCREDITO;0;0.560907999;0.724285567;0.504129721;0;0;0;0.702739651;0
2764;2024-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA MICROCREDITO C,D,E;0;0.728548581;0.708387715;0.925499047;0;0;0;0.848337728;0
2765;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;0;0;0;0;0;0;0;0;0;0
2766;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;QUEBRANTO PATRIMONIAL (PATRIMONIO/(CAPITAL SOCIAL + CAPITAL GARANTIA));0;2.28584408;0.974143148;2.978636093;1.095536908;10.04145651;0.574085867;2.638522663;1.360214566
2767;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/PATRIMONIO;0;12.61776082;6.935665114;5.080658893;10.00030698;7.362280602;11.68485218;7.319687538;2.804739486
2768;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;FINANCIAMIENTO CON PASIVOS DE LARGO PLAZO (PasCP-ActCP / ActLP);0;-0.102158281;-0.050008864;-0.078964803;-0.066504672;0.005089343;-0.408641988;-0.051436399;-0.80115366
2769;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/ INGRESO FINANCIERO;0;5.793796501;4.134060909;5.126328208;9.100348527;5.429754476;11.51758028;3.735363255;15.60176547
2770;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/PATRIMONIO;0;0.005202721;-0.674259721;-0.026400436;0.000909779;-0.065633363;-0.816442671;0.083981892;-0.199187805
2771;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/ACTIVO;0;0.000412333;-0.097216303;-0.005196262;9.09751E-05;-0.008914814;-0.069871887;0.011473426;-0.071018291
2772;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD / INGRESO FINANCIERO (DUPONT);0;0.002388975;-0.401898118;-0.026637746;0.000827905;-0.048405252;-0.804755068;0.042857413;-1.108010723
2773;2024-12-31 00:00:00;APALANCAMIENTO Y RENTABILIDAD;RENDIMIENTO ACUMULADO DE LA CARTERA;0;0.211285973;0.295754606;0.27643644;0.143319256;0.229594507;0.132919183;0.326518432;0.187783352
2774;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;0;0;0;0;0;0;0;0;0;0
2775;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;BIENES REALIZABLES, RECIBIDOS EN PAGO Y RESTITUIDOS;0;865.43;0;2243.88;2429.11;0;738.06;538.52;0
2776;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;PASIVOS CON COSTO;0;2394545.78;1786702.83;1953079.42;4615903.59;5099506.83;2852835.76;2744727.29;671232.21
2777;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING PRODUCTIVO;0;1757283.04;1665663.9;1719421.38;4055846.27;4537865.56;2116153.95;2539429.83;349258.4
2778;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA PRODUCTIVA;0;1757283.04;1665663.9;1719421.38;4055846.27;4537865.56;2116153.95;2539429.83;349258.4
2779;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL PRODUCTIVA;0;29607.05;171371.14;191392.46;847355.75;0;703746.39;329570.63;191.04
2780;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO PRODUCTIVA;0;1684504.6;1615.71;147273.46;1774939.92;4537865.56;1412407.56;280488.58;349067.36
2781;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA PRODUCTIVA;0;0;27861.99;0;1433550.6;0;0;0;0
2782;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA MICROCREDITO PRODUCTIVA;0;43171.39;1464815.06;1380755.46;0;0;0;1929370.62;0
2783;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS PRODUCTIVOS;0;2606156.33;1998231.51;2401527.91;5266102.61;5687634.04;3277165.77;3016335.23;1060452.28
2784;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING IMPRODUCTIVO;0;30667.17;93412.27;98553.16;162507.88;273256.95;88607.8;156878.54;21021.39
2785;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA IMPRODUCTIVA;0;30667.17;93412.27;98553.16;162507.88;273256.95;88607.8;156878.54;21021.39
2786;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL IMPRODUCTIVA;0;9399.95;6553.29;13920.59;43635.94;40.58;28599.17;26220.33;0
2787;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO IMPRODUCTIVA;0;16361.66;81.19;6484.32;84822.75;273216.37;60008.63;11736.54;21021.39
2788;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA IMPRODUCTIVA;0;0;312.46;0;34049.19;0;0;0;0
2789;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA MICROCREDITO IMPRODUCTIVA;0;4905.56;86465.33;78148.25;0;0;0;118921.67;0
2790;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS (SIN PROPIEDADES Y EQUIPO);0;37495.42;147551.52;150172.81;256753.8;401716.55;108176.39;218182.17;26533.99
2791;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS (CON PROPIEDADES Y EQUIPO);0;54701.53;235491.07;198084.88;288826.19;433553.58;189176.7;311515.65;29079.84
2792;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;BRRPR / ACTIVOS;0;0.000325245;0;0.000863159;0.000437289;0;0.000212922;0.000161822;0
2793;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ESTRUCTURA DE BALANCE;0;1.088371896;1.118390522;1.229610985;1.140860615;1.115330213;1.148739726;1.098956257;1.579859048
2794;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;EXPOSICION PATRIMONIAL (SIN PROPIEDADES Y EQUIPO);0;0.177802898;0.458144598;0.293496331;0.462223172;0.483166038;0.364656734;0.479896901;0.068305401
2795;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;EXPOSICION PATRIMONIAL (CON PROPIEDADES Y EQUIPO);0;0.259394095;0.73119519;0.387135232;0.51996176;0.521458141;0.637704378;0.685186123;0.074859082
2796;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS PRODUCTIVOS / ACTIVOS TOTALES;0;0.979442138;0.894574616;0.923802153;0.948005417;0.929171658;0.945424692;0.906391352;0.973309782
2797;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS / ACTIVOS TOTALES;0;0.020557855;0.105425389;0.07619784;0.05199458;0.070828344;0.054575306;0.093608657;0.026690209
2798;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING PRODUCTIVOS / CARTERA Y LEASING BRUTO;0;0.982847861;0.946896973;0.945789582;0.961475999;0.943203078;0.959810714;0.941817286;0.943228363
2799;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING IMPRODUCTIVOS / CARTERA Y LEASING BRUTO;0;0.017152139;0.053103027;0.054210418;0.038524001;0.056796922;0.040189286;0.058182714;0.056771637
2800;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;0;0;0;0;0;0;0;0;0
2801;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;Total;0;0;0;0;0;0;0;0
2802;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;COMERCIAL;0;0;0;0;0;0;0;0
2803;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;CONSUMO;0;0;0;0;0;0;0;0
2804;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;VIVIENDA;0;0;0;0;0;0;0;0
2805;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;MICROCREDITO;0;0;0;0;0;0;0;0
2806;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;0;0;0;0;0;0;0;0;0
2807;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;1787950.21;1759076.17;1817974.54;4218354.15;4811122.51;2204761.75;2696308.37;370279.79
2808;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente;1745072.83;1636412.76;1705209.27;3978342.99;4459672.69;2092918.31;2509515.52;342870.56
2809;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;42877.38;122663.41;112765.27;240011.16;351449.82;111843.44;186792.85;27409.23
2810;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.976018695;0.930268278;0.93797203;0.943103127;0.926950557;0.94927187;0.930722742;0.925976975
2811;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.023981305;0.069731722;0.06202797;0.056896873;0.073049443;0.05072813;0.069277258;0.074023025
2812;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;2.055024118;1.099709359;1.196581447;0.858285923;0.912795573;1.389420694;1.231408643;1.11917044
2813;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL COMERCIAL;0;0;0;0;0;0;0;0
2814;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;29066.06;168401.53;187028.24;834014.69;0;693985.95;325010.01;191.04
2815;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-3 MESES;540.99;2969.61;4364.22;13341.06;0;9760.44;4560.62;0
2816;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;3-6 MESES;563.54;2840.94;3474.23;10182.56;0;2441.73;5148;0
2817;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-12 MESES;917.32;3007.81;4698.69;15878.59;40.58;10423.87;10213.14;0
2818;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+12 MESES;7919.09;704.54;5747.67;17574.79;0;15733.57;10859.19;0
2819;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;39007;177924.43;205313.05;890991.69;40.58;732345.56;355790.96;191.04
2820;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;9940.94;9522.9;18284.81;56977;40.58;38359.61;30780.95;0
2821;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.745149845;0.946477839;0.910941803;0.936052153;0;0.947620888;0.913485857;1
2822;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.254850155;0.053522161;0.089058197;0.063947847;1;0.052379112;0.086514143;0
2823;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Comercial / Bruto Total;0.021816603;0.101146518;0.112935052;0.211217849;8.43462E-06;0.332165396;0.131954848;0.000515934
2824;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;1.082426813;1.488540256;0.92176074;0.721282272;0.568506654;1.069192831;0.927286195;0
2825;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL CONSUMO;0;0;0;0;0;0;0;0
2826;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;1674524.35;1592.28;146343.21;1711180.73;4459672.69;1398932.36;277943.08;342679.52
2827;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-2 MESES;9980.25;23.43;930.25;63759.19;78192.87;13475.2;2545.5;6387.84
2828;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;2-3 MESES;7905.21;1.37;991.19;26412.45;66148.09;11122.54;1635.8;4219.41
2829;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;3-6 MESES;7748.24;20.67;2906.53;28884.19;161688.08;22572.43;4367.57;12931.85
2830;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+6 MESES;708.21;59.15;2586.6;29526.11;45380.2;26313.66;5733.17;3870.13
2831;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;1700866.26;1696.9;153757.78;1859762.67;4811081.93;1472416.19;292225.12;370088.75
2832;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;26341.91;104.62;7414.57;148581.94;351409.24;73483.83;14282.04;27409.23
2833;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.984512651;0.938346396;0.951777595;0.920107042;0.926958375;0.95009303;0.951126584;0.925938765
2834;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.015487349;0.061653604;0.048222405;0.079892958;0.073041625;0.04990697;0.048873416;0.074061235
2835;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Consumo / Bruto Total;0.951293974;0.000964654;0.084576421;0.440874001;0.999991565;0.667834604;0.10837971;0.999484066
2836;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;2.679579803;1.753679985;1.531717955;0.853386825;0.912835331;1.556584217;1.371119252;1.118891702
2837;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL VIVIENDA;0;0;0;0;0;0;0;0
2838;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;0;27861.99;0;1433147.57;0;0;0;0
2839;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-4 MESES;0;0;0;403.03;0;0;0;0
2840;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;4-6 MESES;0;83.3;0;6418.19;0;0;0;0
2841;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-12 MESES;0;171.1;0;10983.62;0;0;0;0
2842;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-18 MESES;0;0;0;0;0;0;0;0
2843;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;12-18 MESES;0;0;0;5215.79;0;0;0;0
2844;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+18 MESES;0;58.06;0;11431.59;0;0;0;0
2845;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;0;28174.45;0;1467599.79;0;0;0;0
2846;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;0;312.46;0;34452.22;0;0;0;0
2847;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0;0.98890981;0;0.976524785;0;0;0;0
2848;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0;0.01109019;0;0.023475215;0;0;0;0
2849;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Vivienda / Bruto Total;0;0.016016617;0;0.34790815;0;0;0;0
2850;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;0;1.937528004;0;1.105990557;0;0;0;0
2851;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL MICROCREDITO;0;0;0;0;0;0;0;0
2852;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;41482.42;1438556.96;1371837.82;0;0;0;1906562.43;0
2853;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-2 MESES;1688.97;26258.1;8917.64;0;0;0;22808.19;0
2854;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;2-3 MESES;807.48;21042.57;7636.98;0;0;0;16152.24;0
2855;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;3-4 MESES;1054.6;17936.57;8607.2;0;0;0;14791.96;0
2856;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+4 MESES;3043.48;47486.19;61904.07;0;0;0;87977.47;0
2857;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;48076.95;1551280.39;1458903.71;0;0;0;2048292.29;0
2858;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;6594.53;112723.43;87065.89;0;0;0;141729.86;0
2859;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.862833853;0.927335232;0.940321017;0;0;0;0.930805842;0
2860;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.137166147;0.072664768;0.059678983;0;0;0;0.069194158;0
2861;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Microcredito / Bruto Total;0.026889423;0.88187221;0.802488527;0;0;0;0.759665442;0
2862;2024-12-31 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;1.026374889;1.063931429;1.225756493;0;0;0;1.283379593;0
2863;2024-12-31 00:00:00;CARTERA Y LEASING POR CALIFICACION;0;0;0;0;0;0;0;0;0;0
2864;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;0;0;0;0;0;0;0;0;0
2865;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;1694006.83;1578054.26;1549366.26;3843162.86;4374770.02;2006853.94;2378852.13;334398.3
2866;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;31898.51;61641.12;148138.58;136727.76;110790.22;63699.57;79147.64;10326.85
2867;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;22936.72;33812.16;20640.09;101759.94;84080.75;20716.71;47497.8;5386.77
2868;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;27181.3;29945.37;24077.01;101005.46;128663.43;78823.64;38081.83;16297.75
2869;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;E;11926.87;55623.24;75752.63;35698.14;112818.08;34667.9;152728.94;3870.13
2870;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto;1787950.23;1759076.15;1817974.57;4218354.16;4811122.5;2204761.76;2696308.34;370279.8
2871;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B, C, D Y E;93943.4;181021.89;268608.31;375191.3;436352.48;197907.82;317456.21;35881.5
2872;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.947457486;0.897092636;0.852248588;0.911057421;0.909303394;0.910236188;0.882262646;0.903096253
2873;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Calidad;0.052542514;0.102907364;0.147751412;0.088942579;0.090696606;0.089763812;0.117737354;0.096903747
2874;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Cubrimiento;0.937948275;0.745181149;0.50234049;0.549048445;0.73518968;0.785201868;0.724567114;0.854914092
2875;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;TOTAL COMERCIAL;0;0;0;0;0;0;0;0
2876;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;10764.92;163308.53;172921.52;773750.99;0;629355.57;316498.81;191.04
2877;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;13128.04;5061.32;15931.54;42801.54;0;51658.79;7862.26;0
2878;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;2730.87;2696.93;3598.07;26449.52;0;5816.08;3969.63;0
2879;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;8788.99;6438.43;9957.2;45074.4;0;42246.24;19319.83;0
2880;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;E;3594.19;419.21;2904.72;2915.25;40.58;3268.88;8140.41;0
2881;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto;39007.01;177924.42;205313.05;890991.7;40.58;732345.56;355790.94;191.04
2882;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B, C, D Y E;28242.09;14615.89;32391.53;117240.71;40.58;102989.99;39292.13;0
2883;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.275973985;0.917853378;0.842233458;0.868415486;0;0.859369681;0.889563995;1
2884;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Calidad;0.724026015;0.082146622;0.157766542;0.131584514;1;0.140630319;0.110436005;0
2885;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto Comercial / Bruto Total;0.021816608;0.101146514;0.112935051;0.211217851;8.43462E-06;0.332165395;0.131954842;0.000515934
2886;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Cubrimiento;0.381003672;0.969849937;0.520327999;0.350530972;0.568506654;0.398231129;0.726424096;0
2887;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;TOTAL CONSUMO;0;0;0;0;0;0;0;0
2888;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;1647231.92;1543.93;129235.69;1656313.79;4374770.02;1377498.37;272895.46;334207.26
2889;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;15350.83;44.38;18694.46;72470.78;110790.22;12040.78;3240.73;10326.85
2890;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;18579.2;26.25;275.12;63087.81;84080.75;14900.63;2049.12;5386.77
2891;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;15682.27;2.51;3276.28;48047.08;128663.43;36577.4;7526.09;16297.75
2892;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;E;4022.04;79.82;2276.24;19843.22;112777.5;31399.02;6513.72;3870.13
2893;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto;1700866.26;1696.89;153757.79;1859762.68;4811081.92;1472416.2;292225.12;370088.76
2894;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B, C, D Y E;53634.34;152.96;24522.1;203448.89;436311.9;94917.83;19329.66;35881.5
2895;2024-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.968466457;0.909858624;0.840514747;0.890604918;0.909311064;0.935536005;0.93385353;0.903046231
